transaction_id,amount,transaction_type,account_age_days,transactions_last_24h,device_changed,international,transaction_hour,previous_fraud_count,is_fraud
9253,96.05,PAYMENT,2790,3,0,0,15,0,0
9254,39.85,TRANSFER,1692,3,0,0,1,0,0
9255,184.76,TRANSFER,1204,2,0,0,19,0,0
9256,92.26,PAYMENT,1214,3,0,0,13,0,0
9257,64.34,PAYMENT,2265,1,0,0,23,1,0
9258,49.61,CASH_OUT,259,2,0,0,12,0,0
9259,2364.62,DEBIT,1663,2,0,0,22,0,1
9260,115.41,DEBIT,1975,2,1,0,12,0,0
9261,21.64,CASH_OUT,1234,3,0,0,11,0,1
9262,660.97,CASH_IN,875,6,0,0,1,1,1
9263,273.44,PAYMENT,1523,4,0,0,23,2,0
9264,68.96,CASH_OUT,456,2,0,0,13,0,0
9265,58.37,PAYMENT,1869,3,0,1,4,0,1
9266,291.04,CASH_OUT,1457,3,0,1,13,0,0
9267,115.94,DEBIT,507,1,0,0,6,0,1
9268,21.63,CASH_IN,1984,2,0,0,18,0,0
9269,886.46,TRANSFER,1086,5,0,0,16,1,0
9270,96.16,CASH_OUT,779,2,0,0,3,3,0
9271,662.2,DEBIT,2670,4,0,1,15,1,1
9272,532.95,PAYMENT,2944,4,0,0,6,0,0
9273,54.54,CASH_OUT,543,1,0,0,2,0,1
9274,417.04,PAYMENT,361,6,0,0,10,0,0
9275,77.37,CASH_IN,1469,0,1,0,22,0,0
9276,22.95,PAYMENT,562,2,0,0,16,0,0
9277,97.07,PAYMENT,2082,2,0,0,11,0,0
9278,220.88,CASH_OUT,2361,3,0,1,21,0,0
9279,93.43,PAYMENT,333,2,1,0,19,0,0
9280,109.17,PAYMENT,2941,1,0,0,20,0,0
9281,465.71,TRANSFER,1307,2,1,0,12,0,1
9282,165.09,CASH_IN,896,4,0,0,3,0,0
9283,63.86,PAYMENT,2915,1,0,0,13,0,0
9284,299.47,CASH_IN,1648,1,0,0,23,1,0
9285,180.85,CASH_IN,2245,1,0,0,2,0,1
9286,11.92,TRANSFER,2083,4,0,0,21,1,0
9287,227.77,CASH_OUT,171,1,0,0,13,0,0
9288,219.6,PAYMENT,404,3,0,0,17,0,0
9289,151.43,PAYMENT,1178,6,0,0,1,0,0
9290,362.02,PAYMENT,2472,2,0,0,4,1,1
9291,75.76,PAYMENT,1220,4,0,0,16,2,0
9292,207.78,PAYMENT,1734,3,0,0,12,0,0
9293,30.97,PAYMENT,1077,3,0,0,5,0,0
9294,222.98,CASH_OUT,1736,3,0,0,5,1,0
9295,1046.35,TRANSFER,2186,1,0,0,20,2,0
9296,54.88,DEBIT,2287,3,0,0,8,2,1
9297,69.42,PAYMENT,2684,1,0,0,12,0,0
9298,72.97,PAYMENT,1255,5,0,0,12,1,0
9299,169.02,TRANSFER,1463,2,0,0,13,1,0
9300,51.26,PAYMENT,2874,3,1,0,16,1,0
9301,226.16,CASH_OUT,2079,4,0,0,22,0,1
9302,346.14,TRANSFER,1851,2,1,0,3,1,1
9303,253.24,TRANSFER,2820,8,0,0,11,1,1
9304,25.32,PAYMENT,2843,1,0,0,12,0,0
9305,401.48,PAYMENT,1164,2,0,0,5,0,0
9306,378.94,TRANSFER,2153,3,0,0,18,0,0
9307,340.41,PAYMENT,2289,1,0,0,22,1,0
9308,215.47,PAYMENT,2006,8,0,0,19,0,0
9309,184.97,TRANSFER,1286,4,0,0,8,1,0
9310,416.71,PAYMENT,2264,4,0,0,3,0,0
9311,1015.88,CASH_OUT,1328,3,0,0,8,0,0
9312,57.22,PAYMENT,2387,1,0,0,12,1,0
9313,436.21,PAYMENT,917,2,0,0,19,1,0
9314,136.15,PAYMENT,240,5,1,1,10,0,0
9315,130.36,PAYMENT,2428,3,0,0,10,1,0
9316,31.93,PAYMENT,1854,3,0,0,0,0,0
9317,111.63,PAYMENT,2399,2,0,0,9,0,0
9318,54.75,PAYMENT,236,3,0,0,16,0,0
9319,93.33,PAYMENT,1143,2,0,0,16,0,0
9320,49.49,CASH_IN,2735,3,1,0,5,1,0
9321,94.74,CASH_IN,94,3,0,0,21,0,0
9322,98.88,PAYMENT,2493,4,0,0,4,0,0
9323,163.49,PAYMENT,1052,4,0,1,23,0,0
9324,29.53,CASH_OUT,1953,3,1,0,4,0,0
9325,34.97,CASH_IN,1345,4,0,0,17,0,0
9326,213.13,DEBIT,2554,4,0,0,12,1,0
9327,66.86,PAYMENT,2072,1,0,0,11,0,1
9328,434.65,TRANSFER,1494,2,1,0,15,1,1
9329,185.91,CASH_OUT,399,4,0,0,4,0,0
9330,272.26,CASH_IN,2750,3,1,0,17,0,1
9331,608.31,PAYMENT,2820,1,0,0,21,0,0
9332,108.88,CASH_OUT,2731,5,0,0,6,0,0
9333,83.56,PAYMENT,461,7,0,0,18,0,0
9334,354.85,PAYMENT,2316,2,0,0,14,0,0
9335,247.03,TRANSFER,322,2,0,0,5,1,0
9336,123.06,PAYMENT,2314,4,0,0,12,1,0
9337,596.73,CASH_OUT,2722,4,0,0,4,0,1
9338,120.03,CASH_OUT,1871,4,0,0,23,0,0
9339,153.36,CASH_IN,730,5,0,0,6,1,0
9340,151.6,PAYMENT,1779,3,0,0,12,0,0
9341,58.29,PAYMENT,354,3,0,0,3,0,0
9342,160.39,PAYMENT,2499,3,0,0,22,1,0
9343,599.9,TRANSFER,459,1,0,0,5,1,0
9344,231.59,CASH_OUT,383,3,0,1,4,0,0
9345,153.1,PAYMENT,1708,4,0,0,9,0,0
9346,126.25,TRANSFER,1549,1,0,1,21,0,1
9347,206.62,TRANSFER,322,2,0,0,8,1,1
9348,314.12,PAYMENT,2872,1,0,0,16,0,0
9349,272.94,CASH_OUT,2701,4,0,0,16,0,0
9350,106.5,TRANSFER,1310,5,0,0,20,0,1
9351,205.36,CASH_IN,1466,3,0,0,11,1,1
9352,239.83,CASH_OUT,410,8,0,0,1,1,0
9353,54.21,PAYMENT,1253,6,0,0,16,1,0
9354,175.6,TRANSFER,254,2,0,0,23,1,0
9355,17.09,CASH_OUT,932,4,0,0,7,0,0
9356,240.46,PAYMENT,1850,3,0,0,5,0,0
9357,287.25,CASH_OUT,700,6,0,0,20,0,0
9358,313.42,PAYMENT,1347,2,0,0,4,0,0
9359,99.98,TRANSFER,2597,5,0,0,13,0,0
9360,202.16,DEBIT,636,1,0,0,10,0,0
9361,616.44,TRANSFER,2754,4,0,0,4,1,0
9362,610.19,TRANSFER,472,5,0,1,6,0,0
9363,144.15,PAYMENT,2796,5,0,0,13,0,0
9364,170.6,PAYMENT,211,5,0,0,6,0,0
9365,450.75,TRANSFER,471,7,1,0,4,0,1
9366,33.09,TRANSFER,2685,2,1,0,21,0,0
9367,107.44,PAYMENT,1335,2,0,0,18,0,0
9368,564.29,DEBIT,973,5,0,0,2,1,0
9369,393.55,PAYMENT,296,5,0,0,16,1,0
9370,214.7,TRANSFER,830,3,0,0,1,0,0
9371,32.92,TRANSFER,2542,4,0,0,15,0,0
9372,141.19,TRANSFER,1022,1,0,0,9,0,0
9373,82.28,TRANSFER,1439,1,0,0,0,0,0
9374,206.65,PAYMENT,2585,3,0,0,21,0,0
9375,66.07,DEBIT,2190,4,1,0,21,1,0
9376,53.21,TRANSFER,2209,1,1,0,9,1,1
9377,18.82,TRANSFER,954,4,1,0,13,0,0
9378,503.61,CASH_OUT,2055,2,0,0,19,0,0
9379,99.51,PAYMENT,1804,2,0,0,7,0,0
9380,173.67,CASH_OUT,904,2,0,0,18,0,0
9381,148.08,TRANSFER,2180,3,0,0,16,0,0
9382,51.04,CASH_OUT,711,6,0,0,1,0,0
9383,42.14,CASH_OUT,1999,6,0,0,14,0,1
9384,54.31,CASH_IN,2143,1,0,1,9,1,0
9385,72.01,PAYMENT,2212,2,0,0,2,0,1
9386,214.13,CASH_IN,86,4,0,0,22,0,1
9387,66.97,PAYMENT,1355,5,1,0,20,0,0
9388,851.07,CASH_OUT,819,5,0,0,12,2,0
9389,414.53,PAYMENT,936,2,0,0,13,0,0
9390,333.07,PAYMENT,1982,3,0,0,18,1,0
9391,131.68,PAYMENT,723,4,0,0,8,1,0
9392,674.71,PAYMENT,1713,2,0,1,23,0,0
9393,119.34,PAYMENT,2976,2,0,0,19,0,0
9394,143.85,CASH_OUT,2703,7,1,0,12,0,0
9395,175.91,PAYMENT,495,2,0,0,18,0,0
9396,299.41,CASH_OUT,1053,4,0,0,14,0,0
9397,280.59,PAYMENT,1495,4,0,0,8,1,0
9398,92.28,PAYMENT,56,4,0,0,8,0,0
9399,87.1,TRANSFER,801,0,0,0,0,0,1
9400,281.44,PAYMENT,1437,2,0,0,15,0,0
9401,303.46,PAYMENT,2397,6,0,0,10,0,0
9402,100.15,DEBIT,248,5,0,0,20,1,0
9403,30.35,PAYMENT,1907,4,0,0,23,1,0
9404,120.62,CASH_OUT,1223,3,1,0,5,0,0
9405,276.86,PAYMENT,1466,5,0,0,16,0,0
9406,902.72,CASH_IN,1645,3,0,0,20,0,0
9407,44.79,PAYMENT,2496,5,0,0,6,0,0
9408,96.88,DEBIT,2683,2,0,0,1,0,0
9409,100.54,PAYMENT,2028,6,0,0,20,1,0
9410,575.83,PAYMENT,2146,5,0,0,14,0,0
9411,143.32,TRANSFER,1340,2,0,0,4,0,0
9412,59.9,TRANSFER,2760,3,0,0,14,0,1
9413,259.48,PAYMENT,2538,3,0,0,23,0,0
9414,99.02,PAYMENT,1032,2,0,0,19,0,0
9415,43.62,CASH_OUT,178,1,0,0,16,0,1
9416,60.78,PAYMENT,1931,3,1,1,19,0,1
9417,840.54,TRANSFER,1788,4,0,0,12,0,0
9418,217.94,TRANSFER,2270,4,1,0,6,0,1
9419,165.3,CASH_OUT,1770,6,1,1,7,0,1
9420,115.6,PAYMENT,191,3,0,1,6,0,0
9421,198.77,TRANSFER,2010,4,0,1,13,0,0
9422,196.42,PAYMENT,1601,1,0,1,15,0,1
9423,198.77,PAYMENT,1511,4,0,0,23,0,0
9424,166.47,TRANSFER,2819,3,0,0,21,0,0
9425,353.82,DEBIT,582,2,0,0,2,1,0
9426,151.88,PAYMENT,2239,1,1,0,4,0,0
9427,55.82,PAYMENT,2230,2,0,0,14,0,0
9428,80.45,CASH_OUT,350,2,0,0,14,0,0
9429,20.51,PAYMENT,409,0,0,1,10,0,0
9430,1126.44,CASH_OUT,2840,3,0,0,5,0,0
9431,351.69,DEBIT,2867,7,0,0,0,0,1
9432,64.71,DEBIT,1753,0,0,1,13,0,0
9433,111.96,PAYMENT,1843,0,0,0,3,0,0
9434,78.5,TRANSFER,730,7,0,0,10,0,0
9435,694.05,DEBIT,1179,4,0,1,12,0,0
9436,35.88,PAYMENT,2829,1,0,0,2,0,0
9437,166.41,TRANSFER,1253,6,0,0,20,1,1
9438,133.15,PAYMENT,1278,3,1,0,12,0,0
9439,339.28,PAYMENT,610,2,0,0,10,1,1
9440,133.75,DEBIT,1575,1,0,1,5,0,0
9441,25.58,CASH_OUT,1832,5,0,0,10,0,0
9442,115.46,PAYMENT,1299,3,0,0,6,0,0
9443,56.14,CASH_IN,2043,3,0,0,23,0,0
9444,160.71,TRANSFER,441,2,0,0,3,0,0
9445,622.77,CASH_IN,1826,2,0,0,14,0,0
9446,26.06,PAYMENT,1577,3,1,0,22,0,0
9447,66.67,PAYMENT,2633,3,0,0,1,1,1
9448,85.4,PAYMENT,2698,5,0,1,7,1,0
9449,101.33,TRANSFER,378,3,1,0,9,0,0
9450,311.1,PAYMENT,1018,7,1,0,23,0,0
9451,124.77,PAYMENT,1850,10,0,0,0,0,0
9452,224.93,DEBIT,1515,4,0,0,5,0,0
9453,79.38,DEBIT,1345,3,0,0,15,0,0
9454,186.78,CASH_OUT,398,5,0,0,11,1,0
9455,323.05,CASH_IN,1317,5,0,0,15,1,1
9456,71.36,DEBIT,1325,1,0,0,6,0,0
9457,324.2,CASH_OUT,2146,1,0,0,10,0,0
9458,156.39,TRANSFER,2221,2,0,1,20,0,0
9459,422.19,CASH_IN,2133,2,0,0,1,0,0
9460,121.34,TRANSFER,1606,7,1,0,20,1,0
9461,217.29,PAYMENT,549,3,0,0,11,0,0
9462,142.51,PAYMENT,1363,1,0,0,10,0,0
9463,134.8,TRANSFER,2167,5,0,1,5,0,0
9464,192.28,DEBIT,2453,4,0,0,4,0,1
9465,253.87,CASH_OUT,2854,5,0,0,11,0,0
9466,42.54,CASH_IN,1636,6,0,0,2,0,0
9467,622.43,CASH_OUT,1851,3,0,0,4,0,0
9468,23.11,PAYMENT,2414,4,0,0,5,0,0
9469,74.83,CASH_OUT,2583,2,0,0,5,0,0
9470,135.06,PAYMENT,2185,6,0,0,0,0,0
9471,224.16,TRANSFER,2684,3,0,1,13,0,0
9472,717.79,CASH_IN,540,2,0,0,11,0,0
9473,23.14,CASH_OUT,2398,1,0,0,1,0,0
9474,89.33,CASH_IN,1529,2,0,0,5,0,0
9475,17.69,PAYMENT,2363,3,1,0,4,2,1
9476,153.18,CASH_OUT,2892,3,0,0,12,2,0
9477,194.74,PAYMENT,885,4,0,0,22,1,0
9478,728.36,TRANSFER,1980,1,0,0,22,1,0
9479,167.44,TRANSFER,616,1,1,0,10,1,0
9480,421.59,TRANSFER,391,0,0,0,4,0,0
9481,266.09,PAYMENT,1389,1,0,0,10,1,0
9482,96.04,PAYMENT,1702,1,0,0,11,0,0
9483,36.27,CASH_OUT,2299,4,0,0,6,2,0
9484,195.39,TRANSFER,745,2,1,0,14,0,0
9485,33.38,TRANSFER,2515,2,0,0,20,2,0
9486,541.97,TRANSFER,1036,4,0,0,10,1,0
9487,126.21,DEBIT,602,2,0,0,9,0,0
9488,490.38,DEBIT,2525,2,0,0,5,0,0
9489,91.82,PAYMENT,1918,8,0,0,7,0,0
9490,194.19,PAYMENT,330,3,0,0,22,0,0
9491,182.97,TRANSFER,1002,5,0,0,22,0,0
9492,141.88,PAYMENT,2626,2,1,0,19,1,1
9493,96.29,PAYMENT,1024,2,0,0,7,0,0
9494,219.74,PAYMENT,1033,1,1,0,8,0,0
9495,58.78,PAYMENT,1911,4,0,0,14,0,0
9496,44.28,CASH_OUT,643,4,0,0,14,1,0
9497,514.31,PAYMENT,1163,8,0,0,15,0,0
9498,307.1,PAYMENT,2639,5,0,0,8,1,0
9499,158.52,CASH_IN,537,7,0,0,10,0,0
9500,784.58,CASH_IN,920,1,0,0,11,0,0
9501,113.55,CASH_IN,2916,7,0,0,4,1,0
9502,557.08,PAYMENT,2054,2,1,0,5,0,0
9503,176.9,PAYMENT,2876,2,0,0,9,2,0
9504,53.26,PAYMENT,1725,3,1,0,21,0,0
9505,942.03,PAYMENT,912,5,0,0,2,0,0
9506,399.7,PAYMENT,845,3,0,0,19,0,0
9507,131.5,CASH_IN,528,0,0,0,14,0,0
9508,307.1,DEBIT,1710,6,1,0,12,1,0
9509,99.12,CASH_IN,1366,3,0,0,4,1,0
9510,340.07,CASH_OUT,483,4,0,0,16,0,0
9511,13.58,TRANSFER,1014,2,1,0,5,0,0
9512,53.53,CASH_OUT,278,4,0,0,3,0,0
9513,395.15,DEBIT,1726,1,0,0,7,0,0
9514,115.62,CASH_OUT,688,3,0,0,1,0,1
9515,182.64,PAYMENT,2860,2,0,0,2,1,1
9516,38.6,PAYMENT,704,4,0,0,5,0,0
9517,941.87,TRANSFER,718,3,0,0,14,0,0
9518,488.1,PAYMENT,2307,4,0,0,22,0,0
9519,121.43,DEBIT,1729,3,0,0,20,0,0
9520,99.02,CASH_OUT,253,6,0,0,17,0,0
9521,415.55,CASH_OUT,1789,2,0,0,23,0,0
9522,1077.58,PAYMENT,83,1,0,0,0,1,1
9523,385.2,TRANSFER,1089,0,0,0,9,0,1
9524,1302.19,TRANSFER,1618,5,0,0,22,0,0
9525,59.01,CASH_OUT,729,2,1,0,23,0,1
9526,65.41,PAYMENT,2559,2,0,0,15,0,0
9527,45.2,DEBIT,615,1,0,0,8,0,0
9528,230.85,CASH_OUT,318,4,0,0,16,2,0
9529,176.9,CASH_OUT,1481,2,0,0,8,0,0
9530,127.49,DEBIT,340,2,0,0,13,0,0
9531,333.37,DEBIT,2535,2,0,0,15,0,1
9532,508.94,PAYMENT,1609,3,0,1,16,0,0
9533,32.28,CASH_IN,2128,0,0,0,14,0,0
9534,81.7,PAYMENT,1562,1,0,0,12,0,0
9535,337.02,TRANSFER,1152,2,0,0,7,2,0
9536,92.97,PAYMENT,371,3,0,0,2,0,0
9537,66.81,CASH_OUT,592,4,1,0,15,0,0
9538,410.98,TRANSFER,1012,0,0,0,13,2,0
9539,40.87,CASH_OUT,1438,2,0,0,21,1,0
9540,109.77,CASH_OUT,486,3,0,0,15,0,0
9541,206.16,CASH_OUT,1357,3,0,0,17,0,0
9542,83.61,PAYMENT,1948,4,0,0,5,0,0
9543,324.78,CASH_IN,1679,2,0,0,4,1,1
9544,84.03,TRANSFER,2828,3,0,0,21,0,0
9545,607.06,TRANSFER,2929,2,0,0,19,0,1
9546,130.88,DEBIT,1740,3,0,0,2,0,1
9547,290.4,PAYMENT,1612,2,0,0,22,0,0
9548,312.94,TRANSFER,2343,2,1,0,5,0,0
9549,79.24,CASH_OUT,2103,2,1,0,4,0,0
9550,19.04,PAYMENT,1103,2,0,0,2,1,1
9551,212.89,PAYMENT,972,2,0,0,14,2,0
9552,159.54,CASH_IN,2718,1,1,0,7,0,0
9553,258.74,PAYMENT,394,4,0,0,5,1,0
9554,118.33,TRANSFER,1884,4,0,0,10,0,0
9555,96.5,CASH_OUT,1198,2,1,1,19,0,0
9556,1105.96,CASH_OUT,174,2,0,1,15,2,1
9557,34.04,CASH_OUT,2244,4,0,1,2,0,1
9558,309.19,CASH_IN,1096,4,1,0,15,0,0
9559,83.55,PAYMENT,1001,4,0,0,3,2,0
9560,106.08,CASH_OUT,1606,2,0,1,13,0,0
9561,108.08,CASH_OUT,158,3,0,0,1,1,1
9562,66.46,PAYMENT,87,3,1,0,19,0,0
9563,262.76,DEBIT,83,2,0,0,18,0,0
9564,596.24,CASH_IN,1277,5,1,0,1,0,0
9565,237.46,PAYMENT,162,2,0,0,12,0,0
9566,164.58,CASH_OUT,1296,1,0,1,21,0,0
9567,55.34,CASH_OUT,239,3,0,0,7,0,0
9568,248.84,TRANSFER,271,2,0,0,4,1,0
9569,1282.22,CASH_IN,2460,0,0,1,13,0,0
9570,101.42,CASH_OUT,2292,1,1,0,23,0,1
9571,101.9,CASH_OUT,1124,4,0,0,5,1,0
9572,84.68,PAYMENT,843,4,0,0,15,0,0
9573,90.98,TRANSFER,2161,4,0,0,8,0,0
9574,9.53,TRANSFER,1478,5,1,0,9,0,0
9575,222.52,CASH_OUT,2061,2,0,0,20,0,1
9576,63.72,CASH_OUT,2740,4,0,0,15,1,0
9577,29.66,PAYMENT,1725,1,0,0,18,0,0
9578,315.19,PAYMENT,1539,4,1,0,17,0,0
9579,50.3,TRANSFER,1988,1,0,1,18,0,0
9580,105.78,CASH_OUT,2159,1,0,0,19,0,0
9581,643.19,CASH_OUT,2878,2,0,0,11,0,1
9582,36.26,TRANSFER,2166,3,0,0,10,0,0
9583,32.05,PAYMENT,2237,3,0,0,15,0,0
9584,194.28,PAYMENT,2447,7,0,0,2,0,1
9585,468.48,PAYMENT,2639,5,0,0,6,0,0
9586,30.74,CASH_OUT,208,2,0,0,17,1,0
9587,223.12,PAYMENT,2809,7,1,0,22,0,0
9588,265.34,TRANSFER,1258,3,0,0,4,0,1
9589,18.93,CASH_OUT,1584,1,0,0,6,0,0
9590,329.8,DEBIT,2592,4,0,0,16,2,0
9591,356.6,DEBIT,145,4,0,0,21,1,0
9592,108.66,DEBIT,2478,3,0,0,3,0,0
9593,519.23,CASH_OUT,328,4,0,0,9,0,0
9594,462.41,CASH_OUT,698,2,0,0,21,0,0
9595,164.53,CASH_OUT,1806,2,0,0,16,1,1
9596,94.5,CASH_IN,539,2,0,0,9,0,0
9597,56.1,DEBIT,2129,7,0,0,20,0,0
9598,142.94,TRANSFER,1037,3,1,0,16,0,1
9599,262.37,TRANSFER,1406,4,0,0,10,0,0
9600,107.32,TRANSFER,569,1,0,0,11,1,0
9601,16.49,CASH_OUT,241,3,0,0,23,0,0
9602,527.8,CASH_OUT,1162,4,0,0,7,1,0
9603,179.51,CASH_IN,2029,2,0,0,5,0,0
9604,101.53,TRANSFER,2847,1,0,0,12,0,0
9605,349.73,PAYMENT,1423,7,0,0,7,0,0
9606,681.73,DEBIT,2809,3,0,0,7,0,0
9607,9.01,PAYMENT,2606,2,1,0,17,0,0
9608,229.12,PAYMENT,1293,5,0,0,16,0,0
9609,35.64,CASH_OUT,2801,10,0,0,19,0,0
9610,244.47,PAYMENT,1042,2,0,0,0,0,0
9611,168.67,PAYMENT,1849,2,0,0,20,1,0
9612,280.26,PAYMENT,825,4,0,0,19,1,0
9613,90.08,PAYMENT,1233,3,0,0,9,1,0
9614,22.8,TRANSFER,958,5,0,0,10,1,1
9615,94.6,PAYMENT,114,1,1,0,6,0,0
9616,222.93,TRANSFER,1826,2,0,0,22,0,0
9617,409.69,PAYMENT,450,2,0,0,14,1,0
9618,45.98,CASH_OUT,2287,2,0,0,6,1,0
9619,414.49,PAYMENT,2013,7,1,0,6,2,0
9620,77.64,PAYMENT,91,2,1,0,8,0,0
9621,213.25,PAYMENT,34,3,1,0,4,0,1
9622,89.13,TRANSFER,525,3,0,0,4,1,0
9623,178.07,TRANSFER,1576,3,1,0,16,0,0
9624,362.08,TRANSFER,1907,2,0,0,18,0,0
9625,43.51,DEBIT,1780,1,0,0,18,0,0
9626,75.2,DEBIT,760,4,0,0,2,0,0
9627,178.57,CASH_OUT,208,4,0,0,4,0,0
9628,1638.58,PAYMENT,1543,1,0,0,4,0,1
9629,62.6,CASH_OUT,1881,3,0,0,23,0,0
9630,1141.54,PAYMENT,1750,4,0,0,11,0,0
9631,1101.49,CASH_OUT,558,2,0,0,13,1,1
9632,134.65,PAYMENT,1440,5,0,0,17,0,0
9633,110.15,CASH_IN,2464,6,0,0,13,2,0
9634,74.29,DEBIT,2629,2,0,0,10,0,0
9635,138.63,TRANSFER,365,4,0,0,18,0,0
9636,36.35,TRANSFER,2665,0,0,0,23,1,1
9637,137.52,TRANSFER,787,3,0,0,3,0,1
9638,663.07,PAYMENT,1104,2,1,0,17,1,0
9639,80.55,DEBIT,670,4,0,0,14,0,0
9640,116.66,TRANSFER,2384,6,0,0,15,1,0
9641,27.08,PAYMENT,750,2,1,0,9,0,0
9642,215.74,CASH_OUT,240,4,0,0,9,0,0
9643,193.35,PAYMENT,1697,4,0,0,11,0,0
9644,158.18,PAYMENT,1484,4,1,0,16,0,0
9645,119.48,TRANSFER,964,1,0,0,6,0,0
9646,110.75,CASH_OUT,78,3,0,1,23,0,1
9647,245.16,TRANSFER,470,3,0,0,12,0,0
9648,144.2,CASH_OUT,2323,2,1,0,17,0,0
9649,203.36,PAYMENT,2054,0,0,0,4,0,0
9650,184.01,TRANSFER,580,1,0,0,14,0,1
9651,456.43,PAYMENT,481,1,0,0,5,0,0
9652,292.07,DEBIT,684,0,0,0,11,1,0
9653,179.98,PAYMENT,276,2,1,0,0,1,0
9654,677.51,PAYMENT,2438,1,0,0,6,0,0
9655,225.94,DEBIT,697,0,0,0,5,0,0
9656,547.28,DEBIT,2093,4,0,0,10,0,0
9657,272.31,CASH_IN,2467,0,0,1,2,0,0
9658,23.53,PAYMENT,2425,3,0,0,19,2,0
9659,547.21,TRANSFER,2030,3,0,0,5,1,0
9660,169.89,TRANSFER,310,2,0,0,0,0,0
9661,140.9,CASH_IN,174,0,0,0,16,0,0
9662,196.63,PAYMENT,2123,2,0,1,8,1,0
9663,105.11,PAYMENT,2540,1,0,0,5,0,1
9664,186.24,TRANSFER,850,1,1,1,2,0,1
9665,82.12,PAYMENT,1423,4,0,0,6,0,0
9666,530.74,CASH_OUT,2571,2,1,0,22,1,0
9667,132.48,CASH_IN,1585,5,1,0,5,0,0
9668,101.23,CASH_OUT,2210,6,0,0,14,1,0
9669,58.85,TRANSFER,1924,3,0,0,10,0,0
9670,194.18,CASH_IN,297,4,1,0,22,0,0
9671,178.95,PAYMENT,2670,4,0,0,0,0,0
9672,218.86,PAYMENT,2747,1,0,0,21,0,0
9673,53.13,TRANSFER,2301,2,0,0,9,1,1
9674,29.93,PAYMENT,941,2,0,0,10,1,1
9675,277.44,PAYMENT,31,1,0,0,8,1,0
9676,655.0,PAYMENT,1001,4,0,1,17,1,1
9677,53.18,DEBIT,2714,5,0,0,0,1,1
9678,727.37,DEBIT,146,4,1,0,8,1,1
9679,197.14,TRANSFER,1952,7,1,0,1,2,0
9680,147.37,PAYMENT,466,4,0,0,0,0,0
9681,99.73,PAYMENT,2388,4,0,0,1,0,0
9682,37.17,PAYMENT,1614,2,0,0,10,0,0
9683,398.51,PAYMENT,246,4,0,1,16,0,0
9684,68.33,PAYMENT,600,4,0,0,4,0,1
9685,68.05,CASH_OUT,1625,1,0,0,6,0,0
9686,400.18,TRANSFER,2422,1,0,0,6,0,0
9687,22.58,PAYMENT,2155,1,0,0,13,1,0
9688,32.34,CASH_OUT,1372,3,1,0,7,0,0
9689,145.75,CASH_OUT,1692,2,0,1,19,0,1
9690,199.0,TRANSFER,1375,3,0,0,8,0,0
9691,240.98,PAYMENT,2674,2,1,0,12,0,0
9692,109.75,DEBIT,698,0,0,0,19,0,0
9693,1863.79,CASH_OUT,1844,3,0,0,2,0,1
9694,118.17,PAYMENT,2976,2,0,0,16,0,0
9695,117.83,CASH_OUT,2387,2,0,0,1,0,0
9696,66.89,TRANSFER,1817,3,0,0,21,0,0
9697,167.99,CASH_OUT,1970,3,0,0,7,1,1
9698,274.5,TRANSFER,73,3,0,0,10,0,0
9699,494.52,TRANSFER,2993,4,0,0,19,0,0
9700,33.47,CASH_OUT,2006,5,0,0,16,1,1
9701,116.05,CASH_OUT,482,1,0,0,3,0,0
9702,231.99,PAYMENT,1037,1,1,0,11,0,0
9703,266.95,PAYMENT,759,4,0,0,17,0,0
9704,149.39,PAYMENT,1252,3,1,0,18,0,0
9705,255.3,TRANSFER,1745,0,1,0,19,0,0
9706,66.09,PAYMENT,223,2,1,0,13,0,1
9707,704.79,CASH_OUT,1065,3,0,0,15,0,0
9708,400.47,PAYMENT,2794,3,1,0,16,0,0
9709,38.67,CASH_OUT,1179,3,0,0,3,0,0
9710,50.65,CASH_OUT,2425,4,0,0,7,1,1
9711,52.1,PAYMENT,469,4,0,0,5,0,0
9712,292.36,CASH_OUT,761,3,0,0,23,1,1
9713,41.07,DEBIT,331,2,0,0,21,0,0
9714,106.59,PAYMENT,2426,4,0,0,13,2,0
9715,233.86,DEBIT,150,2,0,0,23,0,0
9716,138.91,CASH_OUT,815,4,0,0,3,0,0
9717,192.27,TRANSFER,2065,2,0,0,16,0,0
9718,51.12,PAYMENT,1353,2,0,0,22,0,0
9719,269.04,CASH_OUT,2632,3,0,0,4,1,0
9720,80.38,TRANSFER,237,2,0,0,22,0,0
9721,107.27,CASH_OUT,2551,3,0,0,6,0,1
9722,188.24,CASH_IN,243,0,0,0,4,1,0
9723,164.53,TRANSFER,1388,2,1,0,19,0,0
9724,152.02,PAYMENT,2154,4,0,0,16,4,0
9725,70.06,PAYMENT,1203,4,1,0,20,0,0
9726,110.0,PAYMENT,2329,3,0,0,18,0,0
9727,148.74,CASH_IN,2649,2,0,0,20,0,0
9728,37.52,PAYMENT,242,3,0,0,21,0,0
9729,93.45,PAYMENT,527,4,0,0,22,2,0
9730,218.7,PAYMENT,1845,4,0,0,18,0,0
9731,41.37,CASH_IN,734,3,0,0,6,0,0
9732,471.81,TRANSFER,58,6,0,1,16,1,1
9733,528.27,DEBIT,2974,1,1,0,12,0,0
9734,42.73,CASH_OUT,2150,3,0,0,5,0,0
9735,576.87,CASH_IN,818,6,0,0,22,1,1
